user_id,gender,username,origin,age,country,geolife,income,length_of_trip,social_state,agreeableness
aea19d3d-397e-4212-aab5-4721d9427747,Male,robertanderson,Other regions,75,France,wealthy family suburbanite,High,short-term,Family,0.1
5b4b7282-03bb-4069-80d4-736ef5b73f01,Female,mirandajohnson,Other regions,70,France,dynamic rural,Average,short-term,Family,0.9
70553783-dd87-4ce1-b4f3-8da628698d62,Male,kennethhoward,Other regions,26,France,dynamic urban,High,short-term,Couple,0.7000000000000001
2856d4dd-d9a6-49b7-be32-326315de6639,Male,brentcrawford,Normandie,14,France,popularity,Low,short-term,Alone,0.2
66d360a5-a284-42c2-a9ba-af6c0534fc90,Female,jennifertaylor,Normandie,49,France,dynamic rural,Average,long-term,Couple,0.1
08578132-5139-4a9b-9a18-6739d04a7ea0,Male,stephenpetersen,Normandie,28,France,growing peri-urban,Average,short-term,Alone,0.2
1919a468-3b83-4d1c-b08f-d09ca82e3c78,Female,cindyhughes,Other regions,21,France,dynamic urban,High,short-term,Couple,0.30000000000000004
694ea572-2d64-46c1-a754-22f0a32b00c9,Female,kathleenjordan,Normandie,63,France,rural worker,Low,short-term,Family,0.1
f58747a6-7416-4c72-b17f-3e47c0a8a2a7,Female,denisedunn,Normandie,14,France,growing peri-urban,Average,short-term,Couple,0.7000000000000001
0e47daf9-c400-463c-9834-a5b42cb8f29a,Male,scottevans,Foreigner,25,Germany,popularity,Low,short-term,Family,0.4
a5cbc6d2-a06b-4998-8bf6-a28958008bfb,Male,williambaker,Other regions,14,France,disadvantaged urban,Low,short-term,Family,0.9
48a2d14a-bdf2-42e0-89ce-92d50dd2658d,Male,matthewhall,Normandie,15,France,dynamic rural,Average,short-term,Family,0.4
1984906d-88ce-48fb-937d-97e0899d325b,Male,danielprice,Normandie,80,France,affluent family urban,High,short-term,Family,0.7000000000000001
4f1936e9-7ee2-405b-a194-dfaded80a722,Female,dawnmayer,Normandie,14,France,affluent family urban,High,long-term,Alone,0.2
6a2ef3f6-ba2e-4cda-8ac7-d42590f863ff,Male,jamesmorris,Foreigner,35,Belgium,affluent family urban,High,short-term,Couple,0.1
6117418b-aa69-4ac5-ac49-fc57071b46fb,Female,kathymurphy,Normandie,49,France,urban middle class,Average,long-term,Family,0.30000000000000004
76fb13ba-a2dc-4d34-b12d-2f26117dfef2,Female,brandyprice,Normandie,80,France,rural worker,Low,short-term,Couple,0.2
c0b8d4ac-537a-47b2-8172-99fd597832cf,Female,lindamoore,Other regions,53,France,dynamic urban,High,short-term,Alone,0.9
36786da8-709e-4108-b5c7-cb32272b3c11,Male,jameshamilton,Other regions,15,France,popularity,Low,long-term,Alone,0.2
69a0eb3f-c365-4602-8570-24cd09083678,Female,kerrimatthews,Normandie,19,France,affluent family urban,High,short-term,Couple,0.4
a5ebb5da-8968-4576-a663-296a511360ed,Male,paulhinton,Other regions,77,France,growing peri-urban,Low,short-term,Couple,0.6000000000000001
5a16be33-6ee5-40ca-a275-6b4e4060fddd,Female,cynthiamyers,Other regions,29,France,traditional rural,Low,short-term,Alone,0.7000000000000001
c93b3d07-27ef-4f28-bd22-2c23c443deec,Female,stephaniegeorge,Normandie,16,France,wealthy family suburbanite,High,short-term,Family,0.8
2b2b6cf3-fcad-475c-8041-af0182ce8fed,Female,juliarichardson,Other regions,14,France,popularity,Low,short-term,Couple,0.6000000000000001
b4779a7e-5a96-462e-b898-9c9985850918,Female,michellethompson,Normandie,24,France,dynamic urban,Average,short-term,Couple,0.1
27b55b03-6941-4604-9ddc-38587c2e249e,Female,katelynadkins,Normandie,78,France,dynamic rural,Average,short-term,Group,0.5
672cb10e-2a15-4010-844a-b62d0d170db5,Male,peterchandler,Foreigner,41,Western Europe,wealthy family suburbanite,High,short-term,Couple,0.6000000000000001
2c9332bb-99b3-42cb-a006-e80192e09e4d,Male,connorjuarez,Normandie,67,France,wealthy family suburbanite,High,short-term,Family,0.2
e5d79b8a-fd74-408f-b43e-ad75dd0f1582,Male,justinortiz,Other regions,61,France,dynamic urban,High,long-term,Couple,0.8
9eea8f38-e8fe-4b78-bf6b-517ba9246df7,Female,meganflores,Normandie,53,France,urban middle class,Average,short-term,Alone,0.6000000000000001
727b86cb-d741-43dc-bfe0-c267774d43ca,Male,robertbenitez,Normandie,14,France,dynamic urban,High,short-term,Family,0.1
5dbfaad2-aed8-4856-9071-725e85b4e9a9,Female,melissazamora,Normandie,30,France,growing peri-urban,Average,short-term,Alone,0.1
a803a256-59b3-41b3-846f-fd2624dc810e,Female,lindsaybailey,Foreigner,61,Belgium,affluent family urban,High,short-term,Alone,0.7000000000000001
0ef38db5-c18f-4496-8620-987c620a496d,Female,danakelleymd,Foreigner,16,Western Europe,popularity,Low,short-term,Couple,0.5
8601ef3e-c7ca-43d2-80b4-b6883583fb82,Male,nathanielewing,Normandie,29,France,popularity,Low,short-term,Alone,0.2
87c056c4-aa16-4946-8e77-dd162fa05906,Female,victoriayoder,Other regions,31,France,urban middle class,Average,short-term,Couple,0.6000000000000001
fa005622-3ae2-4378-9d55-68329e816381,Female,rachellewis,Other regions,18,France,urban middle class,Average,short-term,Alone,0.2
e4e6a21d-07f4-4f33-b1f1-b37ca8474dbc,Female,loriwaters,Normandie,30,France,disadvantaged urban,High,short-term,Couple,0.5
1366fb0b-e928-4ddb-853a-5c9f59979515,Male,christopherbrown,Normandie,53,France,urban middle class,Average,short-term,Family,0.7000000000000001
041c4f7d-5af2-4c79-b35f-3a8d70c1f911,Female,lorrainehayes,Foreigner,44,Germany,traditional rural,Average,short-term,Alone,0.5
79f323bb-9682-456a-8ad5-a9b9be0cd84b,Male,justinwells,Normandie,20,France,popularity,Low,short-term,Alone,0.8
65fd9123-f20f-4fe9-82cc-3e1f62bf6f0e,Male,stevenowens,Normandie,21,France,rural worker,Low,short-term,Couple,0.4
8c5f3d93-d43d-40e1-b957-519df95f3ec9,Male,thomasreyes,Normandie,19,France,dynamic urban,High,short-term,Alone,0.1
f017b693-2a26-494d-b54e-b02763a01fea,Female,cindyhebert,Normandie,14,France,dynamic rural,Average,short-term,Alone,0.9
b3a93276-fc17-467a-96ae-244084561cba,Female,jennifersummers,Normandie,14,France,urban middle class,Average,short-term,Couple,0.9
7ba93b48-a47e-4c0b-b855-c48b94d71cdc,Female,haileygarcia,Normandie,23,France,growing peri-urban,Average,short-term,Couple,0.1
15f2065a-59ad-4611-af27-feafa1b04f82,Female,carolhowe,Normandie,33,France,urban middle class,Average,short-term,Alone,0.8
f6f05e28-bb9c-4e00-8c11-d92612f9a229,Male,davidchurch,Foreigner,48,Western Europe,dynamic urban,High,short-term,Family,0.9
fe210544-0cc4-40b2-99b3-6a13a98e8db9,Male,timothyrangel,Normandie,28,France,rural worker,Low,long-term,Alone,0.6000000000000001
25604c50-5a53-41ae-ba4a-a8a351a524ef,Male,larrycook,Other regions,80,France,rural worker,Low,short-term,Family,0.7000000000000001
cd506e2e-00e6-404b-84c1-7f526c24fdac,Male,williamray,Normandie,78,France,popularity,Low,long-term,Couple,0.7000000000000001
be6ef3fa-5cb2-4d73-999e-75c5960c093e,Male,matthewmorrison,Foreigner,53,Western Europe,dynamic rural,High,short-term,Couple,0.7000000000000001
2c470367-1add-4958-82a5-e7ea9754d031,Male,nathangonzales,Foreigner,28,Belgium,wealthy family suburbanite,High,short-term,Alone,0.30000000000000004
a4ac475a-ed17-4ae4-b2e6-c8f1be3e66a2,Female,susanpayne,Other regions,37,France,dynamic urban,Average,short-term,Family,0.9
9a5dae10-4633-493f-8c23-04fd238c412e,Female,yolandaandrews,Other regions,18,France,dynamic urban,High,short-term,Alone,0.5
7b6a4720-31fe-45ad-a382-a965f666eee9,Female,jessicabrown,Foreigner,76,Eastern Europe,dynamic urban,High,long-term,Family,0.1
5abbdd90-e508-43f9-a232-3a21744913d2,Male,thomascardenas,Normandie,37,France,affluent family urban,High,short-term,Couple,0.8
0164dd41-f1b8-46e8-99c6-4fc75fc8fa11,Female,susanpham,Normandie,21,France,popularity,Average,short-term,Couple,0.9
0d9825f6-81a3-44b7-b6f6-eeb6dd00c9d3,Male,daviddavis,Foreigner,16,Germany,dynamic urban,Average,short-term,Couple,0.5
d687ab81-6382-4c24-9445-41167587e820,Male,robertspears,Other regions,16,France,dynamic urban,High,short-term,Family,0.5
6c7ed9fb-9ed9-4927-b9d2-4aa17df6c65f,Male,kevinperez,Other regions,60,France,dynamic urban,High,short-term,Couple,0.1
89ddd713-e985-4bd3-82df-db6596308d28,Male,kevinclark,Foreigner,16,Eastern Europe,popularity,Low,short-term,Alone,0.4
1dc7af47-a1fd-417e-bd74-033f9094b6a4,Male,danieltorres,Foreigner,54,USA,traditional rural,Low,short-term,Family,0.9
b96d6398-56a2-43ff-a582-6e233fa87faa,Female,hollyanderson,Other regions,56,France,popularity,Average,short-term,Family,0.6000000000000001
b1b5bb8d-3b01-4966-9357-e045a2873053,Male,jordanboyd,Normandie,47,France,wealthy family suburbanite,Average,short-term,Couple,0.9
87ccfd71-88ea-4c0c-9b10-6e84bf383d25,Female,amymarshall,Normandie,50,France,popularity,Low,short-term,Family,0.9
9ef05704-11e5-4249-890e-6310058895e8,Female,amberfowler,Foreigner,65,Western Europe,wealthy family suburbanite,High,long-term,Couple,0.7000000000000001
0e3a92a3-2c1b-4f18-b1c0-6e9112732f2b,Male,carlosnichols,Foreigner,61,Western Europe,dynamic urban,High,short-term,Family,0.5
ccf92b52-22cb-4c86-b936-4d9801962934,Male,lawrencereeves,Normandie,29,France,disadvantaged urban,Low,short-term,Alone,0.2
b4413668-3fbd-4c98-8807-655beb937805,Female,samanthalara,Foreigner,75,Western Europe,affluent family urban,High,short-term,Family,0.6000000000000001
ec4b429c-f0b3-4f30-8f19-3f674ec8915a,Female,christinesullivan,Foreigner,24,Western Europe,dynamic urban,High,short-term,Family,0.2
4c780d83-66ca-4da1-a226-bc4cdf401e8d,Female,shannonsweeney,Normandie,58,France,affluent family urban,High,short-term,Family,0.9
9b87be50-f3bf-4883-8e34-65e7f42babe9,Male,anthonyosborne,Other regions,17,France,dynamic urban,High,short-term,Couple,0.1
b5f85d64-2803-4d0a-a411-5d3a155214af,Female,joanbrewer,Other regions,75,France,wealthy family suburbanite,High,short-term,Alone,0.30000000000000004
bb443ae6-378a-49c6-89bb-adcc9bc9c15d,Male,roberthall,Other regions,31,France,affluent family urban,Low,short-term,Family,0.6000000000000001
9aba2bb2-f948-437c-b53c-dbd467384234,Female,jessicaharvey,Foreigner,21,Germany,dynamic urban,High,short-term,Family,0.4
566cb7a7-d807-474b-a7bb-f9a4dda525af,Female,susanunderwood,Normandie,67,France,wealthy family suburbanite,High,short-term,Alone,0.5
3b853f03-f055-4b6e-8965-a72f2adc1d06,Male,williamcollins,Normandie,47,France,popularity,Low,short-term,Family,0.6000000000000001
40028712-d514-4d54-99a4-e9c9b5dd9e90,Male,ericwalls,Foreigner,78,Asia,dynamic urban,Average,short-term,Alone,0.8
15e12b1a-b2fb-4a03-afc0-05dbf19220f8,Female,crystalward,Normandie,53,France,dynamic urban,High,short-term,Alone,0.30000000000000004
f9544979-8754-470a-983c-7d72dcc4f6aa,Female,virginialopez,Foreigner,14,USA,affluent family urban,High,short-term,Family,0.6000000000000001
b1024585-96fd-4dd2-8d82-309ad3dcb57c,Male,johnwilliams,Normandie,69,France,urban middle class,Average,short-term,Couple,0.1
6701237e-fe70-445a-a304-3d8adb2bb50d,Male,samuelreilly,Normandie,30,France,growing peri-urban,Average,short-term,Couple,0.9
5164979c-1977-4847-9ca6-626d4b7db207,Female,judithharvey,Normandie,63,France,wealthy family suburbanite,Low,short-term,Alone,0.4
9adfe306-403c-45ab-964e-0974bef7e85d,Female,heathersmith,Normandie,32,France,popularity,Low,short-term,Couple,0.8
03c75e57-6e11-4051-81e2-972cb15d0669,Male,ronaldgibson,Foreigner,17,Western Europe,rural worker,Low,short-term,Alone,0.6000000000000001
09ae234e-54ea-4a34-b9c0-1df1a1a4aa8a,Female,amysolis,Normandie,55,France,wealthy family suburbanite,High,short-term,Alone,0.5
f47d50fc-d878-4abf-8eb4-ad798b38b7aa,Female,erinmoreno,Normandie,78,France,affluent family urban,High,short-term,Family,0.2
c391dd9c-aa1b-4b2f-bd67-0bb1e70639f1,Female,brittanyallen,Other regions,55,France,urban middle class,Average,short-term,Alone,0.4
5924b389-fa8f-438d-a577-8899220b7e00,Male,patrickriley,Other regions,42,France,urban middle class,Average,long-term,Alone,0.2
f16fde30-7e1d-48ac-9226-bc5a60ae5ae1,Female,danielleyang,Normandie,74,France,urban middle class,Average,short-term,Family,0.6000000000000001
8a06b997-b2d5-4249-b3d2-f77205bb79e9,Female,lisasalazar,Other regions,67,France,dynamic urban,High,short-term,Family,0.8
9ce39549-c48b-4e7d-98b2-5156d9b8b28d,Male,georgejohnson,Other regions,14,France,dynamic urban,High,short-term,Family,0.5
a539fa83-289d-4f43-a399-40d791bb672c,Female,aprilheath,Other regions,45,France,wealthy family suburbanite,High,short-term,Alone,0.2
626a7b25-52b1-42d3-a9cd-7c95a6d82c8f,Male,andrewgilmore,Foreigner,35,Belgium,popularity,Low,short-term,Couple,0.4
8136b204-890d-43fd-bb64-ef2d0fddef6d,Female,stephaniepittman,Other regions,30,France,growing peri-urban,Average,short-term,Couple,0.2
1fd84786-295e-402f-9beb-be5ff028b744,Male,chasefrye,Foreigner,28,USA,dynamic urban,High,short-term,Couple,0.5
7854d4d6-1aaa-479d-ae36-7817d8cf7b1d,Male,charlesmiller,Normandie,61,France,growing peri-urban,Average,short-term,Couple,0.8
bdfff23d-8f02-4f1d-938b-ba17102f01d8,Male,dustinriley,Normandie,65,France,disadvantaged urban,Low,short-term,Couple,0.30000000000000004
037236fe-44c6-486a-a7c6-4ecbcc2c480d,Female,karinaroth,Other regions,26,France,urban middle class,Average,short-term,Couple,0.9
24e06525-cbee-44e9-ac6f-162366a78355,Male,michaelwashington,Foreigner,27,Belgium,traditional rural,Low,short-term,Couple,0.9
28092f0e-6201-414d-9527-1c11d080d197,Male,kevinmacias,Foreigner,16,Western Europe,affluent family urban,High,short-term,Alone,0.8
e09631f1-2511-43f8-8eda-0d17af81b5af,Male,danielferguson,Normandie,50,France,secondary residence,Average,short-term,Family,0.7000000000000001
5ed45ec4-0b20-4b3e-a2ca-34aa9ab36de4,Male,scottstevens,Foreigner,32,Western Europe,rural worker,Average,short-term,Family,0.7000000000000001
ac6521f5-7094-4ede-83fd-3fcd5743c296,Male,matthewrangel,Other regions,57,France,popularity,Low,short-term,Family,0.5
24d79041-32b2-4716-86ea-7c752edb9155,Female,jenniferjones,Normandie,27,France,popularity,Low,long-term,Family,0.9
8c96d563-0297-4c33-9ace-21ab6bfeaa74,Female,stephanieolson,Foreigner,20,Western Europe,wealthy family suburbanite,High,short-term,Alone,0.4
fa190fee-dee7-467e-9924-93b32c9b3a7b,Female,sherryortega,Foreigner,27,USA,wealthy family suburbanite,Average,long-term,Alone,0.6000000000000001
eb6b4cf7-2ce0-41c2-82d8-9c22d8f1ced7,Female,alyssawood,Foreigner,28,Germany,dynamic urban,Average,long-term,Couple,0.6000000000000001
af032c58-f763-47c3-a115-967ac425e520,Female,ginagreen,Foreigner,17,Western Europe,disadvantaged urban,Low,long-term,Group,0.6000000000000001
e81de096-9968-4625-aff7-6eb5d0ec1102,Male,benjaminjones,Foreigner,77,USA,growing peri-urban,Average,short-term,Alone,0.6000000000000001
891818ca-839b-4e73-a5d4-484b31102802,Female,sabrinavance,Other regions,31,France,affluent family urban,High,long-term,Alone,0.9
1d0093d5-f80c-43bc-90ce-0a06f4a36ddf,Female,ashleywise,Normandie,63,France,dynamic urban,High,short-term,Family,0.9
2f2b2437-ddd7-44e6-b17e-88a24cb74b8c,Female,amandayoung,Normandie,33,France,disadvantaged urban,Low,short-term,Family,0.7000000000000001
3cd3b918-37b0-4b6c-af6c-9f60f7a0bba0,Male,alexanderjames,Other regions,55,France,urban middle class,Average,short-term,Alone,0.1
6b67c87a-0c1e-4d95-9bf0-a0f9835a22da,Male,nicholaslee,Normandie,23,France,growing peri-urban,Average,short-term,Alone,0.4
ac2584a9-2120-4d7b-99c7-cc7e575ab372,Male,ericsmith,Normandie,35,France,dynamic rural,Average,short-term,Alone,0.6000000000000001
a342dea1-9f50-4ee8-b994-5bd56b5e696e,Male,aaronhaynes,Other regions,24,France,urban middle class,Low,short-term,Alone,0.7000000000000001
4df55bda-7367-4a5b-b3c4-28150e2292c6,Male,robertnguyen,Normandie,17,France,urban middle class,Average,short-term,Alone,0.6000000000000001
684b1a69-2b90-4346-afeb-8f062214c12a,Male,garythomas,Other regions,33,France,urban middle class,Average,short-term,Alone,0.8
f1235517-b8a1-4aee-b3dc-e48b1ab0e6b3,Male,reginalddavis,Normandie,30,France,growing peri-urban,Average,long-term,Alone,0.8
68890042-862b-44ea-9a74-51276024a39c,Male,nicholasstewart,Other regions,48,France,wealthy family suburbanite,High,short-term,Group,0.6000000000000001
206763e9-532b-4f5d-b35f-4cbe3a128974,Male,thomasjohnson,Other regions,15,France,dynamic urban,High,short-term,Family,0.30000000000000004
013bbe79-26a7-417a-87ce-d5d71d75fc7c,Male,andrewrush,Normandie,54,France,dynamic urban,High,short-term,Alone,0.2
f8ccf3cb-9077-4c68-bf19-e63eb6b218d3,Female,jessicabailey,Other regions,22,France,wealthy family suburbanite,High,long-term,Couple,0.9
029726ba-358c-466d-8936-6e115cc1f57e,Female,andreanelson,Normandie,58,France,traditional rural,Low,short-term,Alone,0.1
b4678dd1-7705-4e7c-9374-187d8bd7be3b,Female,tammybarry,Normandie,16,France,affluent family urban,High,short-term,Group,0.2
638219ec-3a75-44df-89da-5714ca2f3c84,Male,scottalvarado,Other regions,22,France,affluent family urban,High,long-term,Couple,0.4
e18336b4-78cb-4c1d-83d5-8edc2bec810b,Male,joshuaproctordvm,Other regions,38,France,rural worker,Low,short-term,Family,0.1
80bbb7d1-0101-49a9-bc6f-1149bacfd500,Female,carolkim,Foreigner,17,Western Europe,popularity,Low,short-term,Alone,0.1
44074231-d302-445c-8dbc-703134e40c71,Male,briangilmore,Foreigner,15,USA,growing peri-urban,Average,short-term,Alone,0.9
de5a8c9f-d5af-4042-9748-3baaf30f46c0,Male,craigdunn,Foreigner,75,USA,wealthy family suburbanite,Low,long-term,Alone,0.9
13d37b6f-7d46-411d-932c-c8208ac493bb,Male,raymonddawson,Normandie,71,France,dynamic rural,Average,short-term,Alone,0.7000000000000001
e8803bac-32c8-4df8-aabe-2110ec4036cc,Male,williamkennedy,Normandie,40,France,dynamic urban,High,short-term,Couple,0.1
ab027d62-b143-4bff-8c31-689cbf6079e4,Male,jasonthompson,Normandie,51,France,dynamic urban,High,long-term,Couple,0.9
b01ce28b-0a1b-4b1e-a5ec-a38e5e68c469,Male,angelfuentes,Normandie,14,France,dynamic urban,Average,short-term,Alone,0.30000000000000004
22d86dc8-2222-450b-b62c-1e03789f69f6,Female,kathleenwang,Normandie,21,France,traditional rural,Low,long-term,Alone,0.4
9edd277e-5121-4f35-a413-e891243a581d,Male,johnmay,Foreigner,69,Western Europe,urban middle class,Average,short-term,Couple,0.8
934473ae-0f4f-4adf-9294-25397aa24418,Female,tiffanyhodges,Other regions,30,France,dynamic urban,High,short-term,Couple,0.9
bc1d5a1f-afed-441d-99da-723b44afffb4,Male,gregorywatson,Other regions,14,France,urban middle class,Average,short-term,Alone,0.1
5d9c9a3c-114d-4a58-a9df-de22e1eccc01,Female,stephanieschmitt,Normandie,31,France,dynamic urban,Low,long-term,Family,0.8
df973826-dd07-456d-928c-c6b25a5f2dee,Female,joannabruce,Normandie,55,France,dynamic urban,High,short-term,Couple,0.8
6b4853c5-fd8f-4f8d-b29a-7f00acd99f76,Female,sandraturner,Normandie,17,France,growing peri-urban,Low,long-term,Alone,0.2
61249358-216f-45d6-90e9-f8d46db44697,Male,christopherestrada,Other regions,59,France,growing peri-urban,Average,short-term,Alone,0.6000000000000001
6aacc4af-1a00-478b-b0f8-1e6cbfaec164,Female,moniquenicholson,Normandie,59,France,wealthy family suburbanite,High,short-term,Family,0.30000000000000004
5ce18af4-602d-43eb-96b4-ddc8cf38cfb5,Male,johnjones,Foreigner,17,Western Europe,traditional rural,High,short-term,Couple,0.8
626fcf16-1a3c-451c-86de-43404685eb21,Male,larrymelton,Normandie,72,France,wealthy family suburbanite,High,short-term,Alone,0.1
b6126d68-2359-42ed-9cd6-df9666b854f7,Female,ashleyjoseph,Normandie,25,France,affluent family urban,High,short-term,Family,0.30000000000000004
ed5db6a8-8a44-4c3e-9219-01c5671f8886,Male,anthonyodom,Normandie,37,France,dynamic urban,High,long-term,Couple,0.9
551ad328-32ec-4065-96c0-1859228eddec,Female,rebeccagallagher,Normandie,69,France,wealthy family suburbanite,High,short-term,Alone,0.8
24eb1814-72c0-47b4-bb5a-e75177d417b4,Male,paulcollins,Foreigner,17,Western Europe,dynamic urban,High,long-term,Alone,0.2
c9998b69-bdd8-4048-bfd4-70d4b1dd2cd6,Female,lindaperez,Foreigner,57,USA,disadvantaged urban,Low,long-term,Family,0.4
a7898d52-d040-4469-89cc-842b0c0e0210,Female,melaniepeterson,Other regions,65,France,dynamic urban,High,short-term,Family,0.7000000000000001
99a01ded-b278-4a53-8f70-7872341a28dd,Male,victorrichardson,Foreigner,20,USA,dynamic urban,High,short-term,Group,0.6000000000000001
ea0d6b8e-339c-4305-a300-34e0fca6aa6a,Female,karajones,Other regions,69,France,affluent family urban,Low,short-term,Family,0.4
3efd55e9-936c-446b-a229-6d810cf6e4f1,Male,jasonfisher,Foreigner,16,Belgium,dynamic urban,High,short-term,Alone,0.7000000000000001
6023a451-608b-4e12-b6f0-4f5619a7f9bd,Female,jordanjordan,Foreigner,55,USA,dynamic urban,High,long-term,Couple,0.9
f0452242-50fa-4330-81dd-120b4f690dc4,Female,chloefisher,Normandie,71,France,dynamic rural,Low,short-term,Alone,0.5
3b5c1ce5-167b-4e0b-9224-b858345bcba3,Female,deborahharper,Foreigner,50,Western Europe,dynamic urban,High,short-term,Group,0.30000000000000004
ef5a3798-b457-4267-bbde-a86628f7c004,Male,craigjohnson,Normandie,62,France,dynamic rural,Average,short-term,Alone,0.9
d03a8ff4-88b8-4d05-b08c-5cc1c90cea55,Female,tiffanydean,Other regions,54,France,wealthy family suburbanite,High,short-term,Alone,0.9
940d3814-8089-4212-98d5-cab7aba53abb,Female,ashleyerickson,Foreigner,73,Germany,rural worker,Average,short-term,Family,0.6000000000000001
24c526b1-3468-44d9-881d-f2ed69f4006a,Female,heathermcclain,Other regions,15,France,growing peri-urban,Average,long-term,Family,0.1
89419991-30e8-40cf-8521-17eea09e9ce9,Male,jeffreygraham,Other regions,72,France,urban middle class,Average,short-term,Family,0.1
7675575f-13ee-4ea4-8657-3c865ad0d521,Female,kristinbarrettmd,Normandie,19,France,traditional rural,Low,short-term,Alone,0.2
cc06f80c-790c-4127-a81f-6651551900aa,Female,amandawise,Foreigner,14,Western Europe,urban middle class,Average,short-term,Alone,0.1
f2053a0f-1dc8-4c92-84a1-e578622572ad,Male,danielriley,Normandie,16,France,traditional rural,Average,long-term,Couple,0.4
7dea50fd-da87-421d-90fd-2001879742e4,Male,brentwu,Normandie,16,France,dynamic rural,Average,short-term,Alone,0.4
fd20b098-7e60-49ff-bfae-24d97c4108c5,Female,danawilson,Normandie,39,France,wealthy family suburbanite,High,short-term,Couple,0.30000000000000004
789a9b05-c852-411e-9093-88fa93790b22,Female,jennaduran,Normandie,64,France,popularity,Low,short-term,Alone,0.8
8474c0cd-2ea6-4a0c-ba7d-fbd43a224d8d,Male,miguelkelly,Normandie,34,France,affluent family urban,High,short-term,Family,0.8
c7a278df-33bb-4800-a6aa-db33f4d8f186,Female,deannacastro,Normandie,27,France,growing peri-urban,Average,long-term,Family,0.2
aa81061b-9ddf-4787-b0d7-388632f7e070,Female,jasminelawson,Normandie,16,France,affluent family urban,High,short-term,Couple,0.4
c9faafa3-8a0d-4119-b109-3c309647aaff,Male,garyvasquez,Foreigner,39,Western Europe,growing peri-urban,Average,long-term,Couple,0.7000000000000001
b06be6b8-f97f-4a50-9d2d-099b1411a456,Male,davidleach,Normandie,50,France,growing peri-urban,Average,long-term,Couple,0.8
5f9a8c08-d384-482e-9c81-0256b8010aa9,Male,antonioosborne,Other regions,55,France,popularity,Low,short-term,Alone,0.9
c0d2fa7f-c540-4ec2-b620-b33803fa2601,Male,jeffreybutler,Foreigner,47,Asia,urban middle class,Average,short-term,Alone,0.8
1959ac16-4cbe-48f5-bc33-5fedd9ca5e4c,Male,aaronsparks,Other regions,51,France,urban middle class,Average,short-term,Family,0.30000000000000004
e91bee10-87ae-4040-b2aa-80226dc0ebef,Male,stevenblack,Other regions,60,France,disadvantaged urban,Low,short-term,Family,0.7000000000000001
4c0e2e59-2f77-4653-9761-2bb5f454f6a1,Male,oscargarcia,Normandie,37,France,urban middle class,Average,short-term,Family,0.8
adfcfd08-f2b0-41c5-aa5c-0a2ea76be394,Female,marybailey,Other regions,46,France,affluent family urban,High,short-term,Couple,0.6000000000000001
33939af5-40a7-495e-9c0f-c2e63c1757ae,Male,johnmorris,Other regions,34,France,wealthy family suburbanite,High,short-term,Group,0.4
1973c1f7-9af0-4863-b8fd-b792a606f36d,Male,jeffreybaker,Foreigner,53,Western Europe,wealthy family suburbanite,High,short-term,Alone,0.2
6d300146-9f39-4fc0-af63-65dead830979,Female,kelliunderwood,Foreigner,21,Western Europe,popularity,Low,short-term,Family,0.6000000000000001
d8a7533e-1c9a-4400-ba7f-ce514dca23c7,Male,jasonjohnson,Foreigner,57,Western Europe,rural worker,Low,short-term,Alone,0.7000000000000001
646c764d-3728-49e5-95bb-66d60b8aec97,Female,elizabethrodriguez,Normandie,42,France,popularity,Low,short-term,Couple,0.1
ebcf4e70-fd02-4ff1-9a69-205ae3da9349,Female,danielleperkins,Other regions,17,France,popularity,Low,short-term,Family,0.9
10dee141-f209-4c3b-aae7-4237c814471c,Female,samanthawatts,Other regions,58,France,traditional rural,Low,long-term,Couple,0.1
c0e9981e-dcae-46a4-8487-a42daa4588b7,Female,carolynayers,Foreigner,80,Western Europe,dynamic urban,High,short-term,Couple,0.6000000000000001
8ff3b65b-c6d8-4096-832d-da46d2e37176,Male,ryanflynn,Other regions,36,France,dynamic urban,High,long-term,Alone,0.1
1cac4f46-aeba-47b5-9993-69044652884d,Male,kylewalter,Normandie,16,France,disadvantaged urban,Low,short-term,Alone,0.9
fa5167eb-cb0b-4efb-adfa-407bc94c079e,Male,shawnhart,Foreigner,19,Western Europe,wealthy family suburbanite,High,short-term,Couple,0.6000000000000001
d102b62e-4f94-4898-a9f0-deb2c5105e54,Female,sarasmith,Foreigner,24,Western Europe,growing peri-urban,Low,long-term,Couple,0.4
4e57bce4-8981-43cd-b64e-d72e10d69111,Male,mr.williamcarroll,Foreigner,52,Eastern Europe,wealthy family suburbanite,Average,short-term,Couple,0.2
18f67620-f2ec-4afc-bdeb-85682b5f9e8a,Male,nathanielmassey,Other regions,28,France,urban middle class,Average,short-term,Alone,0.5
006a6c74-6c90-450b-9776-2685cce909f9,Female,jenniferfranklin,Normandie,48,France,urban middle class,Average,short-term,Alone,0.2
a2480770-c726-40cc-b10f-758bc4a0c090,Female,susanmurphy,Other regions,57,France,growing peri-urban,Low,short-term,Family,0.9
f98b7960-6935-40be-9d08-3bf3cb612a37,Male,dereklewis,Normandie,28,France,growing peri-urban,Average,short-term,Couple,0.4
7df97b48-d9ca-4f11-a550-87c02ef609cd,Male,anthonycaldwell,Normandie,15,France,disadvantaged urban,Low,short-term,Couple,0.4
d85fdcd0-8c70-4cae-b6a4-b9d61cfb40bc,Female,shannonhale,Foreigner,26,Western Europe,growing peri-urban,Average,short-term,Alone,0.6000000000000001
